zillow_neighborhood,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,count_intersections,degree_centrality_avg,edge_density_km,edge_length_avg,edge_length_total,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion
Winrock South,Albuquerque,NM,3502000,0.14220377942754386,2.277777777777778,0.025056006333440985,1.057386640470728,0.0,0.0,6,0.7999999999999999,8711.375054714052,103.2325380659304,1238,42.19297141154493,4.0,12,6,42.19297141154493,0.3034555117709646,0.08709704093800433,0.0,4355.687527357382,103.23253806593884,619.3952283956331,6,3.0,0.0,0.0,6.0,1.0,,
Winterwood Park,Albuquerque,NM,3502000,0.2882033512476373,1.9743589743589745,0.03402322254957084,1.0292595931620798,0.0,0.0,8,0.2564102564102564,8972.380814259608,129.29351096698122,2585,27.75817826325704,3.0769230769230766,20,13,45.10703967779269,0.13518775325913068,0.018611013040457446,0.0,4486.1904071302615,129.29351096699438,1292.9351096699436,10,2.230769230769231,5.0,0.38461538461538464,8.0,0.6153846153846154,,
Yale Village,Albuquerque,NM,3502000,0.28793838791443865,1.7708333333333333,0.01807754972140954,1.2948889208723355,0.0,0.0,11,0.2083333333333333,15375.961798840714,177.0931861196875,4427,38.202617162907316,3.125,25,16,55.56744314604701,0.18243021104947574,0.013286887278092649,0.08,11419.875033622713,205.51377546035442,3288.2204073656703,16,2.6875,5.0,0.3125,6.0,0.375,5.0,0.3125
Zuni,Albuquerque,NM,3502000,0.4253503893868063,1.893333333333333,0.01859178126031585,1.0501169882623638,0.0,0.0,23,0.15666666666666665,14424.093768286135,130.5381681040918,6135,54.07306675599208,3.76,47,25,58.775072560860956,0.07844416676978805,0.007124396327226684,0.0,7791.9547458388815,122.75225871210894,3314.310985226941,27,3.04,2.0,0.08,18.0,0.72,5.0,0.2
Arbor Hill,Albany,NY,3601000,1.3850006705173823,2.2335858585858586,0.02194464892736327,1.0699336065317355,0.022727272727272724,0.005741109181227353,60,0.06620046620046617,15511.780490690879,151.29455197553042,21483,43.321278665941975,4.303030303030303,142,66,47.65340653253615,0.044594696590492415,0.0026244404222508953,0.028169014084507043,9861.60130759418,156.9922347516441,13658.324423393036,87,3.136363636363636,6.0,0.09090909090909091,36.0,0.5454545454545454,21.0,0.3181818181818182
Bishop's Gate,Albany,NY,3601000,1.3023832442468544,2.399305555555556,0.030336169604591557,1.11583533644605,0.09027777777777778,0.019947680678520683,38,0.08953900709219857,13021.582192267908,167.9117867405242,16959,29.177279551054678,4.208333333333333,101,48,36.855511011858546,0.04945908921598062,0.00353200978796146,0.0,7469.997730827848,167.73792895158988,9728.799879192213,58,2.6666666666666665,10.0,0.20833333333333334,32.0,0.6666666666666666,5.0,0.10416666666666667
Buckingham Lake Crestwood,Albany,NY,3601000,2.6645689212761603,2.7022222222222223,0.03266005907914308,1.03459790332646,0.03888888888888889,0.01156387330788296,133,0.03364653243847876,20687.34416207449,146.60333595214755,55122,49.9142652824688,5.013333333333334,376,150,56.29428415316031,0.02049232163810459,0.0010617012142657288,0.0,11115.545739132442,148.09068859757974,29618.137719515948,200,2.966666666666667,17.0,0.11333333333333333,103.0,0.6866666666666666,28.0,0.18666666666666668
Campus Area University District,Albany,NY,3601000,9.17838335603894,2.5762390670553943,0.029854710105001733,1.1331870857084023,0.06151603498542274,0.00280359720485526,294,0.014116924965474913,14667.56257824566,162.58999063022898,134624,32.031784748515875,4.82798833819242,828,343,37.37041553993517,0.011872187141434613,0.00045122833971314365,0.024154589371980683,8931.047327287635,170.77620029327687,81972.5761407729,480,2.851311953352769,49.0,0.14285714285714285,246.0,0.717201166180758,46.0,0.13411078717201166
Center Square,Albany,NY,3601000,0.2645922099730066,1.46078431372549,0.014275323723470497,1.0063579202490778,0.0,0.0,17,0.19852941176470587,12574.084225848765,123.2223975445943,3327,64.2498129545625,3.1764705882352944,27,17,64.2498129545625,0.22210683865096928,0.011058098883562037,0.0,10633.193767516197,127.88455627355957,2813.46023801831,22,3.5294117647058822,0.0,0.0,8.0,0.47058823529411764,9.0,0.5294117647058824
Central Avenue,Albany,NY,3601000,0.5737450711042189,2.2700680272108844,0.02827896922399685,1.000608856010295,0.09047619047619047,0.0146764510124663,49,0.08928571428571427,20740.804741579555,113.33270944015509,11899,85.40378378448729,4.285714285714286,105,49,85.40378378448729,0.046436979375752085,0.0037788113504205016,0.0,14749.802379530684,122.64675963792769,8462.62641501701,69,3.5102040816326534,0.0,0.0,26.0,0.5306122448979592,21.0,0.42857142857142855
Delaware Avenue,Albany,NY,3601000,2.1175458693284823,2.7863636363636357,0.0345506561360644,1.0076373284128304,0.021212121212121213,0.0042913865874878,126,0.02897265336289723,20092.00779201519,108.53507170024858,42545,59.502843279591964,4.751515151515153,392,165,77.92039000898947,0.01284940919458832,0.0009233610341643584,0.0,10958.844453266629,111.03280289295743,23205.855804628107,209,2.6787878787878787,39.0,0.23636363636363636,94.0,0.5696969696969697,27.0,0.16363636363636364
Dunes,Albany,NY,3601000,4.107435104278292,2.24025974025974,0.019329443340127136,1.1299698769422537,0.08874458874458872,0.009281514529950359,55,0.05228981544771018,8715.973748514542,233.98886629161228,35800,13.39035154632441,3.9740259740259742,153,77,18.74649216485417,0.02856827512039085,0.0023127084432966113,0.026143790849673203,5900.088247658055,266.31021523923613,24234.229586770485,91,2.6493506493506493,22.0,0.2857142857142857,40.0,0.5194805194805194,13.0,0.16883116883116883
Helderberg,Albany,NY,3601000,1.0722158899264236,2.270491803278689,0.024705043088226637,1.0131997275808995,0.03825136612021858,0.01525863448939971,56,0.07049180327868855,15444.247219274028,128.36873857719064,16559,52.228287722767064,4.229508196721311,129,61,56.89152769801414,0.03512977889651025,0.0027241594612495003,0.0,8255.270713844127,128.2816294931583,8851.432435027924,69,3.065573770491804,5.0,0.08196721311475409,40.0,0.6557377049180327,15.0,0.2459016393442623
Krank Park Cherry Hill,Albany,NY,3601000,0.2295035449128669,2.4444444444444438,0.028804063143245524,1.0989363748852932,0.0,0.0,22,0.19565217391304346,25578.086946773048,108.70854863655451,5870,95.85908578602785,4.5,54,24,104.57354813021222,0.08288733580739363,0.007331293860419667,0.0,13245.851678904148,108.57035413209113,3039.969915698552,28,3.0416666666666665,2.0,0.08333333333333333,17.0,0.7083333333333334,5.0,0.20833333333333334
Lancaster,Albany,NY,3601000,0.23008422197209735,3.1184210526315783,0.03959210911600659,1.0135978834794,0.11403508771929825,0.012957982191012114,19,0.32748538011695905,23482.787622664247,96.4824807124411,5403,82.57845686743421,5.894736842105262,56,19,82.57845686743421,0.07659510850716428,0.01736416575287924,0.0,11741.393811329288,96.48248071241777,2701.509459947698,28,3.4736842105263164,0.0,0.0,10.0,0.5263157894736842,9.0,0.47368421052631576
Mansion Area,Albany,NY,3601000,0.18862935137434966,1.7352941176470589,0.026272842711061062,1.0008855290675285,0.0,0.0,17,0.19117647058823528,13147.796270724632,95.38693394418772,2480,90.12383214032356,3.0588235294117645,26,17,90.12383214032356,0.1263571821735884,0.010567563179997966,0.0,8351.495388655605,92.66689165693994,1575.3371581679792,17,3.4117647058823533,0.0,0.0,10.0,0.5882352941176471,7.0,0.4117647058823529
Melrose,Albany,NY,3601000,0.7676506385588063,2.648611111111112,0.0371553559958716,1.0159827195915574,0.03888888888888888,0.002041972493236803,59,0.0836158192090395,24356.27807659433,126.33184066495606,18697,76.8578791398742,4.933333333333334,148,60,78.1605550574992,0.03603798630035465,0.0028424500015436244,0.0,14073.034356643077,130.1587206064708,10803.173810337077,83,3.3833333333333333,1.0,0.016666666666666666,34.0,0.5666666666666667,25.0,0.4166666666666667
New Scotland,Albany,NY,3601000,0.9688648994275794,2.4432234432234434,0.030572601511664937,1.0099396063067958,0.02564102564102564,0.0031960976188796326,78,0.04810744810744808,20124.01103787258,98.9718169050148,19497,80.50658047998604,4.3296703296703285,197,91,93.92434389331706,0.02736934601922736,0.0016638935108153085,0.0,11381.936423418081,99.34737556906363,11027.558688166062,111,2.912087912087912,13.0,0.14285714285714285,55.0,0.6043956043956044,19.0,0.2087912087912088
Normanskill,Albany,NY,3601000,3.936300082334221,2.75,0.026106590394990636,1.183300623991593,0.03125,0.0051188300481854855,45,0.07589285714285711,6504.346790670666,167.34026671664884,25603,11.432055244455615,4.78125,153,64,16.258923014336872,0.031287095959886935,0.003281257312585038,0.0392156862745098,3308.54666432367,162.79290633979844,13023.432507183878,80,2.4375,19.0,0.296875,41.0,0.640625,3.0,0.046875
North Albany Shaker Park,Albany,NY,3601000,1.8153561009528536,2.3196078431372555,0.029001862317394763,1.0780825339374032,0.09215686274509803,0.010899547072967577,80,0.055182072829131616,13755.268431930475,126.75487547283848,24970,44.06848879842868,4.635294117647058,197,85,46.82276934833048,0.024801220720014814,0.0019903666802028267,0.01015228426395939,8586.27318264246,136.7293281277006,15587.143406557869,114,3.0,5.0,0.058823529411764705,66.0,0.7764705882352941,12.0,0.1411764705882353
Park South,Albany,NY,3601000,0.2548517218699898,1.8928571428571428,0.02549514304044964,1.0010124730030443,0.0,0.0,14,0.2857142857142857,10079.808000466934,98.80217019376526,2568,54.93390390802214,3.7142857142857135,26,14,54.93390390802214,0.13516745191062116,0.03560628648197395,0.0,8181.833541825024,115.8419092326525,2085.1543661877445,18,3.6428571428571432,0.0,0.0,6.0,0.42857142857142855,7.0,0.5
Pine Hills,Albany,NY,3601000,2.3514364629094837,2.793427230046948,0.027898541928229742,1.007118248117205,0.02863849765258216,0.002681570846149382,138,0.036859454599940056,20343.72461005394,129.63950091997256,47836,58.68753086751472,5.197183098591549,369,142,60.38861871874705,0.019916306560109176,0.0010626992561105207,0.0,12426.626241293454,130.4483127443092,29220.422054725263,224,3.492957746478873,4.0,0.028169014084507043,62.0,0.43661971830985913,74.0,0.5211267605633803
Second Avenue,Albany,NY,3601000,0.4806399261200567,2.348958333333333,0.042244575296223115,1.1396126158762985,0.0,0.0,21,0.12499999999999994,11916.014614667487,92.37600619418221,5727,43.69175105680778,3.875,62,32,66.57790637227852,0.054776196838095766,0.005710186360771109,0.0,5958.007307332441,92.376006194162,2863.656192019022,31,2.375,11.0,0.34375,19.0,0.59375,2.0,0.0625
Sheridan Hollow,Albany,NY,3601000,0.4508115500507568,2.419191919191919,0.024223871574470944,1.012910610661699,0.0,0.0,30,0.14015151515151514,19227.539602432036,117.13509367344184,8667,66.54665346666985,4.4848484848484835,74,33,73.20131881333684,0.09371274025178407,0.004665629860031105,0.0,11996.433581078098,122.91206404015381,5408.130817766768,44,3.212121212121212,3.0,0.09090909090909091,18.0,0.5454545454545454,11.0,0.3333333333333333
South End,Albany,NY,3601000,0.5518325266735613,2.8139269406392686,0.043478402630645285,1.0173494014666686,0.0319634703196347,0.011564266557183272,70,0.07305936073059356,31464.485134840128,90.43294964813299,17363,126.85007971885784,5.2602739726027385,192,73,132.2865117068089,0.030842224311871325,0.002172304936065952,0.0,15859.930113103408,89.30638068550974,8752.025307179954,98,3.246575342465753,3.0,0.0410958904109589,46.0,0.6301369863013698,24.0,0.3287671232876712
Upper Washington Avenue,Albany,NY,3601000,0.6565642819969939,2.3444444444444437,0.03336450989133463,1.0259100783859194,0.07,0.006088643530005017,23,0.13563218390804596,12305.117313761168,136.9339070169217,8079,35.03084257042375,3.933333333333333,59,30,45.69240335272664,0.0752078489039881,0.007122027201247231,0.03389830508474576,6847.593186709285,136.23894254664512,4495.885104039289,33,2.833333333333333,7.0,0.23333333333333334,15.0,0.5,7.0,0.23333333333333334
West Hill,Albany,NY,3601000,1.595944271147663,2.550387596899225,0.024373807590181016,1.0063686482426335,0.005813953488372093,0.0015136209973214954,81,0.05718194254445959,18008.590010830263,137.5153399963234,28740,50.75365190649916,4.8604651162790695,209,86,53.88659338220898,0.026351336897036937,0.0019183593820490715,0.0,11695.564853956335,148.13864862307597,18665.46972650757,126,3.36046511627907,5.0,0.05813953488372093,40.0,0.46511627906976744,41.0,0.47674418604651164
Whitehall,Albany,NY,3601000,1.2085436612280769,2.4891774891774885,0.03469574968385638,1.0435321160704019,0.0303030303030303,0.006071055638638011,69,0.06049213943950784,15992.804115200923,109.19775163100776,19328,57.09351032455442,4.5974025974025965,177,77,63.713047753488276,0.03686140684930455,0.001992031872509961,0.011299435028248588,8778.426309530987,105.0407076429847,10609.11147194145,101,2.9870129870129865,8.0,0.1038961038961039,48.0,0.6233766233766234,18.0,0.23376623376623376
Abbott McKinley,Buffalo,NY,3611000,1.6652989704142405,2.7628205128205128,0.057178582080773616,1.0188549536915694,0.038461538461538464,0.0019675006772694684,101,0.0511575802837939,21124.24948400066,128.38755808934252,35178,60.64977027811192,5.269230769230768,274,104,62.451248603204355,0.024322015553971902,0.0014662756598240474,0.0,10973.38268343282,123.47272219379816,18273.962884682132,148,3.1730769230769234,3.0,0.028846153846153848,77.0,0.7403846153846154,24.0,0.23076923076923078
Albright,Buffalo,NY,3611000,1.2183222980706072,2.3392857142857144,0.06957404810305487,1.0170482855007192,0.07857142857142856,0.008093962493795223,67,0.06583850931677021,14954.895564570194,114.59045743165467,18219,54.99365816919248,4.542857142857144,159,70,57.456060773783186,0.037937238333883364,0.0024438790831068998,0.0,9737.943133125724,119.8379116811174,11863.953256430621,99,3.2,3.0,0.04285714285714286,47.0,0.6714285714285714,20.0,0.2857142857142857
Allen,Buffalo,NY,3611000,0.8665963946209209,2.3139880952380953,0.025895316995012824,1.0065111448850568,0.03928571428571428,0.013731609666477228,54,0.08246753246753243,16817.568113617075,114.7562511303332,14574,62.31274482006293,4.535714285714286,127,56,64.62062425784305,0.05986074715077675,0.0029904467472331967,0.0,10868.526706268722,123.92929024333773,9418.626058493666,76,3.321428571428572,2.0,0.03571428571428571,34.0,0.6071428571428571,19.0,0.3392857142857143
Babcock,Buffalo,NY,3611000,3.9519358529288615,2.8146853146853137,0.027234684753472942,1.0329029719217544,0.023310023310023312,0.0018197587132254961,116,0.03466955579631638,12014.580612619837,134.88878375260322,47480,29.35270316040935,4.9230769230769225,352,143,36.18479786153911,0.014559089098988938,0.0010843996619111604,0.0,6182.959985762646,138.0489335873442,24434.661244959923,177,2.825174825174825,27.0,0.1888111888111888,87.0,0.6083916083916084,29.0,0.20279720279720279
Black Rock,Buffalo,NY,3611000,2.5866995894426803,2.7142857142857144,0.02751270896809922,1.0224729145816611,0.029870129870129863,0.002937782258807369,124,0.03098208980561915,19753.30755085226,139.9886918682864,51095,47.93753418684253,4.740259740259741,365,154,59.535324715917326,0.022028849120756956,0.000990425883129746,0.0,11821.942865150826,155.2274860695455,30579.81475570047,197,2.8246753246753253,30.0,0.19480519480519481,92.0,0.5974025974025974,31.0,0.2012987012987013
Broadway Fillmore,Buffalo,NY,3611000,4.091104662026328,3.0887152777777787,0.02587328991683948,1.0010367648116334,0.024826388888888887,0.004938834283999328,179,0.03048647469458988,20305.27238545629,148.60643026807634,83070,43.75346386551283,5.822916666666668,559,192,46.931089732840576,0.010383963493407162,0.0007917656373713383,0.0,10213.61104718803,146.61386586412118,41784.951771274544,285,3.25,13.0,0.06770833333333333,107.0,0.5572916666666666,70.0,0.3645833333333333
Bryant,Buffalo,NY,3611000,1.3598782977297257,2.5372023809523805,0.0204184048550902,1.0049273333125723,0.0,0.0,54,0.08636363636363634,15219.664037161612,155.61572047273424,20696,39.70943582977338,4.75,133,56,41.18015567532055,0.04273898881036741,0.005081921640049528,0.0075187969924812035,8283.677093034266,156.4554542252522,11264.79270421816,72,3.2142857142857144,2.0,0.03571428571428571,38.0,0.6785714285714286,16.0,0.2857142857142857
Cazenovia Park,Buffalo,NY,3611000,2.0563889043739683,2.687719298245614,0.030421807570715814,1.042028415002805,0.043859649122807015,0.0063641047929778784,83,0.05240761478163495,16104.421109761215,141.52543966443963,33116,40.36201509522729,4.9263157894736835,234,95,46.19748715718785,0.026652983925523982,0.0016224986479177936,0.0,8052.2105548803465,141.52543966443503,16558.476440738898,117,2.8315789473684214,12.0,0.12631578947368421,76.0,0.8,6.0,0.06315789473684211
Central Business District,Buffalo,NY,3611000,1.8582668640816724,2.4387550200803214,0.032441739327307324,1.0160614329211657,0.06285140562248998,0.005299167803499445,163,0.028404527199707888,22566.727536240796,107.80206172585014,41935,87.71614193344193,4.686746987951807,389,166,89.33054945368931,0.02473366359703361,0.000946835787409447,0.0,14469.875650671822,107.12705358177558,26888.890449025675,251,3.409638554216868,3.0,0.018072289156626505,92.0,0.5542168674698795,68.0,0.40963855421686746
Cold Spring,Buffalo,NY,3611000,0.42750896276058464,2.347826086956521,0.0220375598911215,1.0000196504928291,0.0,0.0,22,0.20553359683794456,13385.28807195111,110.04481961329704,5722,51.460909399273895,4.521739130434782,52,23,53.800041644695426,0.06477959749965159,0.006772009029345372,0.0,6692.64403597505,110.04481961328872,2861.1653099455066,26,3.0869565217391304,1.0,0.043478260869565216,18.0,0.782608695652174,4.0,0.17391304347826086
Columbus,Buffalo,NY,3611000,0.8883489798999364,2.056763285024155,0.02313620011125055,1.075967329114366,0.10386473429951687,0.01569729270316896,65,0.057971014492753575,20689.82499975115,135.14547744733187,18379,73.16944294495795,3.942028985507247,136,69,77.67217789541691,0.0413964525637575,0.0024274173138390505,0.014705882352941175,13837.335632252649,133.61285862439874,12292.382993444686,92,3.1739130434782608,4.0,0.057971014492753624,45.0,0.6521739130434783,20.0,0.2898550724637681
Delaware Park,Buffalo,NY,3611000,2.3119730282210593,2.1996855345911945,0.030235354961261483,1.0225802109773834,0.08742138364779874,0.005349645291333747,50,0.07619738751814223,5647.504012505667,124.35120908269812,13056,21.626549873063336,3.962264150943396,105,53,22.924142865447134,0.052234368308751306,0.0028301886792452837,0.0,3752.4017012018858,125.73118151057359,8675.451524229578,69,3.0943396226415096,3.0,0.05660377358490566,34.0,0.6415094339622641,10.0,0.18867924528301888
Delaware West Ferry,Buffalo,NY,3611000,1.3557140174062263,2.380555555555555,0.06376388571108672,1.0056108631670524,0.04722222222222223,0.0046517938688330936,59,0.07853107344632762,15061.136401791551,146.8963578271653,20418,43.51950281732702,4.633333333333334,139,60,44.25712150914614,0.04665923010934342,0.002653574218437617,0.007194244604316547,8314.747495658063,139.16567569206114,11272.419731056953,81,3.2,1.0,0.016666666666666666,45.0,0.75,14.0,0.23333333333333334
Emerson,Buffalo,NY,3611000,1.1250627441016725,2.789529914529915,0.029372928287478912,1.0086612926502423,0.0,0.0,64,0.06193806193806186,21865.31826319501,132.25728476261608,24599,56.8857162282998,4.769230769230768,186,78,69.32946665324036,0.0289444075636798,0.004232453885384416,0.0,10932.659131597453,132.25728476261546,12299.927482923234,93,2.8205128205128207,14.0,0.1794871794871795,50.0,0.6410256410256411,14.0,0.1794871794871795
Emslie,Buffalo,NY,3611000,0.9622921982305316,3.285714285714286,0.030131994443713374,1.000004279899558,0.0,0.0,61,0.0988223246287762,26015.260828615992,129.7113084471996,25034,63.39030921394473,6.126984126984127,193,63,65.46868000784457,0.0260016336395974,0.0034250291466861147,0.0,13213.685102509065,128.43864731332806,12715.426084019475,99,3.6507936507936503,2.0,0.031746031746031744,16.0,0.25396825396825395,45.0,0.7142857142857143
First Ward,Buffalo,NY,3611000,1.9977617033646176,2.9684684684684686,0.033745947001886045,1.0344076038551475,0.07882882882882881,0.010582043065304813,61,0.07182524990744174,13323.71188105261,137.20413063211885,26617,30.534172267525296,5.243243243243243,194,74,37.04145488191593,0.030719699510178382,0.0020505809979494195,0.0,6711.237636862251,135.42882356669352,13407.453533102658,99,2.9054054054054053,13.0,0.17567567567567569,42.0,0.5675675675675675,19.0,0.25675675675675674
Forest,Buffalo,NY,3611000,2.5839665764432533,2.8911889596602967,0.03938754614363745,1.0346202074152775,0.020806794055201697,0.003460729337302921,138,0.03446023191246115,22088.150483843725,135.2489160798603,57075,53.406263555449144,5.37579617834395,422,157,60.75929984206895,0.015770838122465117,0.0009809577327724074,0.0,11529.023051956236,133.59018038250542,29790.610225298708,223,3.1528662420382165,19.0,0.12101910828025478,78.0,0.4968152866242038,58.0,0.36942675159235666
Front Park,Buffalo,NY,3611000,2.8464073428233325,2.2668231611893583,0.05057390537713507,1.0047012786084306,0.06286608540129666,0.00447165295278784,212,0.021215342368677496,20296.995251673656,120.6127689386518,57773,74.47985283431663,4.497652582159624,479,213,74.83117289485584,0.02179447024100654,0.0007493493340680858,0.0,15065.810380625591,123.583381247829,42883.43329299666,347,3.5305164319248825,1.0,0.004694835680751174,109.0,0.5117370892018779,98.0,0.460093896713615
Genesee Moselle,Buffalo,NY,3611000,1.806100426826983,2.8311965811965822,0.028801782383708563,1.0088766506405638,0.0,0.0,75,0.06926406926406918,16759.032617104607,145.52161520653826,30268,41.52593005681445,5.333333333333333,208,78,43.18696725908703,0.02326433153154393,0.002475539671791505,0.0,8379.516308553075,145.52161520655162,15134.24798148137,104,3.1538461538461537,3.0,0.038461538461538464,57.0,0.7307692307692307,18.0,0.23076923076923078
Grant Ferry,Buffalo,NY,3611000,1.547923258870698,3.003205128205129,0.06737415332504572,1.0042577037491482,0.035897435897435895,0.006922082144380201,126,0.04436493738819326,26116.18091317886,108.671623302109,40425,81.39938416063626,5.723076923076923,372,130,83.98349159430727,0.014316473534310932,0.0011841780803425806,0.0,13209.790326482305,104.3252127100363,20447.741691167117,196,3.3692307692307693,4.0,0.03076923076923077,71.0,0.5461538461538461,54.0,0.4153846153846154
Grider,Buffalo,NY,3611000,2.882603319261713,2.5934782608695657,0.02013094694236951,1.0409037069300484,0.015942028985507242,0.0016647234010266554,101,0.04302059496567509,15998.884373049365,163.54055744055484,46118,35.03777274004802,4.904347826086957,282,115,39.89449371391606,0.02096844984238589,0.0014281882568229186,0.0,8632.362773625082,167.00454754579138,24883.67758432291,149,2.9565217391304346,14.0,0.12173913043478261,78.0,0.6782608695652174,23.0,0.2
Hamlin Park,Buffalo,NY,3611000,1.2560675609537335,2.555555555555556,0.04037223120939687,1.0192513318821574,0.029761904761904764,0.0033920875247857385,76,0.05651176133103845,22419.815301355484,142.9482371705928,28160,60.506299471895524,4.690476190476192,197,84,66.87538362683189,0.02713856174776504,0.0018834714862095805,0.0,12272.987400950286,137.64019062792437,15415.701350327527,112,2.988095238095238,8.0,0.09523809523809523,57.0,0.6785714285714286,17.0,0.20238095238095238
Kaisertown,Buffalo,NY,3611000,3.1453944828034435,2.873677248677248,0.025834562159527574,1.0317695841257206,0.043650793650793634,0.005285663108095395,96,0.03923809523809527,16588.85793838328,168.86246678123263,52178,30.520814010723576,4.904761904761905,309,126,40.0585683890747,0.01828663392433534,0.0012679098012413222,0.0,9080.798563163731,175.2312496934027,28562.693700024647,163,2.8174603174603177,30.0,0.23809523809523808,60.0,0.47619047619047616,35.0,0.2777777777777778
Kenfield,Buffalo,NY,3611000,1.7746842981479118,2.8233333333333333,0.024077352801794603,1.0063971397610794,0.008888888888888889,0.006905705270161667,69,0.07027027027027026,16351.458275956189,148.81372438030857,29018,38.88015466864133,5.2,195,75,42.26103768330579,0.026470939364306268,0.002070393374741201,0.0,8307.437609612423,148.91999074366254,14743.079083622593,99,3.053333333333333,6.0,0.08,53.0,0.7066666666666667,16.0,0.21333333333333335
Kensington,Buffalo,NY,3611000,2.213429599468792,3.048798798798799,0.023440660427837136,1.0020759091970763,0.07957957957957959,0.027968976519891883,108,0.05307125307125304,23433.724758074546,160.08919754730508,51868,48.7930585304901,5.837837837837838,324,111,50.14842126744816,0.015372245716590427,0.0014120692852555325,0.0,12481.7667354188,165.4342032685085,27627.511945840917,167,3.36036036036036,3.0,0.02702702702702703,62.0,0.5585585585585585,46.0,0.4144144144144144
Kingsley,Buffalo,NY,3611000,1.0087649174675588,2.7283950617283947,0.02692911460199093,1.0003896611022645,0.012345679012345678,0.002337741362752186,80,0.06604938271604939,25918.54073915613,122.1762364935252,26145,79.30489910457531,5.283950617283951,214,81,80.29621034338251,0.0461355044491204,0.0032202356517113074,0.0,14723.108993800259,124.80803217644363,14852.155828996792,119,3.320987654320988,1.0,0.012345679012345678,50.0,0.6172839506172839,29.0,0.35802469135802467
Lakeview,Buffalo,NY,3611000,0.7172923742844821,2.096264367816092,0.026016909542919426,1.0444974725564038,0.011494252873563218,0.005178382939890405,54,0.06957047791893532,17630.746394951824,109.96869514819623,12646,75.28310900261056,3.9655172413793114,115,58,80.85963559539653,0.04713831164143778,0.0030805486067205378,0.0,12330.953972099831,113.39614425436096,8844.899251840154,78,3.2413793103448274,4.0,0.06896551724137931,32.0,0.5517241379310345,22.0,0.3793103448275862
Lasalle,Buffalo,NY,3611000,2.2209935089376764,2.6902777777777787,0.0259322732229326,1.0593418714368772,0.02777777777777778,0.0050774201888453795,114,0.042296918767506936,21727.91590853505,159.7932456807948,48257,51.32838053836877,5.033333333333333,302,120,54.029874250914496,0.015324340918368871,0.002505150548372685,0.006622516556291391,12168.320117485046,156.21826587057822,27025.759995610028,173,3.2,6.0,0.05,77.0,0.6416666666666667,35.0,0.2916666666666667
Leroy,Buffalo,NY,3611000,2.046144054689948,2.947333333333333,0.02592186106195455,1.004927010266913,0.036000000000000004,0.008134350599473776,116,0.04503225806451615,22434.35441062111,131.52985930687564,45903,56.6920006116468,5.584,349,125,61.090517900481466,0.018339929340782674,0.0012328358699518474,0.0,11533.913959433137,131.84385181787434,23600.049475399508,179,3.088,9.0,0.072,87.0,0.696,29.0,0.232
Lovejoy,Buffalo,NY,3611000,2.5099118543660635,3.087765957446808,0.021585081129903358,1.047640701438552,0.0797872340425532,0.01952014596610108,84,0.06199954243880115,18279.515829589454,169.29879510243055,45879,33.46731075590547,5.7659574468085095,271,94,37.45151441732279,0.016682559141159847,0.0016251354279523296,0.0,9170.977118880326,169.25253078527692,23018.344186797658,136,3.2446808510638303,10.0,0.10638297872340426,41.0,0.43617021276595747,43.0,0.4574468085106383
Masten Park,Buffalo,NY,3611000,1.2790987665266098,3.050632911392405,0.026658936580473143,1.0000059579611205,0.0,0.0,78,0.07594936708860754,25166.538509169208,137.5661895932597,32190,60.980435632667245,5.924050632911393,234,79,61.76223608949632,0.023016701419506874,0.0038407378443671256,0.0,12890.481177779084,136.2661039209232,16488.198574431706,121,3.5063291139240507,1.0,0.012658227848101266,36.0,0.45569620253164556,42.0,0.5316455696202531
Medical Park,Buffalo,NY,3611000,1.2894793834585483,2.6658075601374565,0.03026881427188372,1.0068747835614658,0.008591065292096219,0.0007327602311499526,86,0.0506872852233677,20261.476351834637,110.70659336493084,26126,66.69358277705612,4.8659793814432994,236,97,75.22415731830749,0.021664455631089718,0.0015881418740074115,0.0,12123.486151473237,119.33576677839666,15632.98544796996,131,3.1443298969072164,11.0,0.1134020618556701,50.0,0.5154639175257731,36.0,0.3711340206185567
Military,Buffalo,NY,3611000,2.2189084105074937,2.7619047619047623,0.0223282794460207,1.1106332167902029,0.05,0.007904152648536559,60,0.07701863354037275,13560.000166718151,161.76558288394585,30088,27.040322942521637,5.314285714285714,186,70,31.54704343294191,0.032064365911758715,0.002281368821292776,0.010752688172043013,7100.322702326021,167.60601873945214,15754.965761508502,94,2.8714285714285714,10.0,0.14285714285714285,49.0,0.7,11.0,0.15714285714285714
Mlk Park,Buffalo,NY,3611000,1.5931623397477406,2.8146551724137927,0.028552123770832414,1.0125471086193534,0.015804597701149423,0.0027793749352330354,112,0.046476761619190364,26172.815093966154,134.508204299639,41697,70.30043154154268,5.344827586206896,310,116,72.81116123945492,0.020467141918173143,0.0022137492272184065,0.0,13513.289393374993,134.5553984227352,21528.863747637628,160,3.112068965517241,4.0,0.034482758620689655,92.0,0.7931034482758621,19.0,0.16379310344827586
